provinces,cities,A2,A3_1,A4,A7a,A8a,A10,A15,A18,A42_5,answear,Langchain,key,fact_vnum,answear_vacnum
北京市,北京市,男,1987,汉,大学专科（成人高等教育）,100000,群众,一般,非农业户口,比较同意,完全同意,作为一个34岁的男性，我目前居住在北京市，拥有大学专科（成人高等教育）学历，去年全年收入为100000元。我的政治面貌是群众，身体健康状况一般，户口登记状况为非农业户口。考虑到我的身份背景，我认为夫妻应当均等分摊家务。首先，现代社会倡导性别平等，夫妻双方都有工作和收入，因此家务劳动也应当公平分担。其次，我个人的收入水平虽然不算高，但足以维持家庭生活，因此没有理由让一方承担更多的家务。最后，我的健康状况一般，如果家务负担过重，可能会影响我的生活质量。因此，我认为夫妻应当均等分摊家务。,"性别平等, 收入公平, 健康考虑",3,4
北京市,北京市,女,1997,汉,大学本科（正规高等教育）,40000,共青团员,很健康,居民户口（以前是农业户口）,比较同意,完全同意,作为一个24岁的大学本科毕业生，我目前居住在北京市，拥有居民户口。我的年收入为40000元，政治面貌是共青团员，身体健康状况良好。考虑到我的教育背景和居住环境，我认为夫妻应当均等分摊家务。首先，现代社会倡导性别平等，均等分摊家务有助于促进夫妻关系的和谐。其次，作为受过高等教育的年轻人，我理解并支持这种平等观念。最后，我的健康状态允许我积极参与家务劳动，这也符合我的个人价值观。,"性别平等, 教育背景, 健康状况",3,4
北京市,北京市,女,1963,汉,初中,14400,群众,一般,农业户口,比较同意,比较同意,作为一个58岁的汉族女性，我住在北京市，拥有农业户口，学历是初中，去年全年收入为14400元，政治面貌是群众，身体健康状况一般。考虑到我的生活背景和经历，我认为夫妻应当均等分摊家务。首先，我的收入较低，生活压力较大，如果家务全部由我承担，会加重我的负担。其次，我的健康状况一般，过度劳累可能会影响我的健康。最后，现代社会提倡男女平等，夫妻共同承担家务有助于家庭和谐。,"收入压力, 健康状况, 男女平等",3,3
北京市,北京市,男,1970,汉,大学专科（正规高等教育）,200000,群众,比较健康,居民户口（以前是非农业户口）,比较同意,完全同意,作为一个51岁的汉族男性，居住在北京市，拥有大学专科学历，年收入20万元，政治面貌为群众，身体健康状况比较健康，户口为居民户口。我认为夫妻应当均等分摊家务。首先，现代社会倡导性别平等，夫妻双方都有工作和收入，家务劳动也应当平等分担。其次，我个人的健康状况比较健康，有能力参与家务劳动，不会因为身体原因而推卸责任。最后，我接受过正规高等教育，思想较为开放，能够理解和接受现代家庭观念，认为夫妻双方应当共同承担家庭责任。,"性别平等, 健康状况, 教育背景",3,4
北京市,北京市,男,1977,汉,没有受过任何教育,36000,群众,很不健康,居民户口（以前是非农业户口）,比较同意,比较同意,作为一个44岁的汉族男士，居住在北京市，我没有受过任何教育，去年全年收入为36000元，政治面貌为群众，身体健康状况很不好，户口为居民户口。考虑到我的健康状况不佳，可能无法承担过多的家务劳动。此外，我的收入较低，可能无法雇佣外部帮助来分担家务。因此，我认为夫妻应当均等分摊家务，这样可以减轻我的负担，同时也能体现夫妻之间的平等和互助。,"健康,收入,平等",3,3
北京市,北京市,女,1963,汉,大学专科（成人高等教育）,90000,群众,比较健康,非农业户口,完全同意,完全同意,作为一个58岁的女性，我生活在北京市，拥有大学专科（成人高等教育）学历，去年全年收入为90000元。我的政治面貌是群众，身体健康状况比较健康，户口登记状况为非农业户口。考虑到我的年龄和生活背景，我认为夫妻应当均等分摊家务。首先，现代社会倡导性别平等，夫妻双方都有工作和收入，因此家务也应当共同承担。其次，均等分摊家务有助于增进夫妻感情，减少因家务分配不均而产生的矛盾。最后，作为一位比较健康的成年人，我有能力也有意愿参与家务劳动，这也有助于保持家庭和谐。,"性别平等,增进感情,家庭和谐",4,4
北京市,北京市,女,1984,汉,大学本科（正规高等教育）,400000,群众,一般,居民户口（以前是非农业户口）,完全同意,完全同意,作为一个37岁的大学本科毕业的汉族女性，我住在北京市，拥有居民户口，去年年收入为40万元。考虑到我的教育背景和收入水平，我认为在家庭中，夫妻双方应当共同承担家务责任。首先，现代社会倡导性别平等，夫妻双方都有工作和收入，因此家务分摊是公平的体现。其次，共同承担家务有助于增进夫妻感情，减少因家务分配不均而产生的矛盾。最后，作为一位身体健康状况一般的女性，我深知家务劳动的辛苦，因此更倾向于支持均等分摊家务，以减轻单方面的负担。,"性别平等, 公平, 增进感情",4,4
北京市,北京市,男,1999,汉,大学本科（正规高等教育）,不适用,共产党员,很健康,居民户口（以前是农业户口）,比较同意,完全同意,作为一个22岁的大学本科毕业生，我接受了现代教育，这让我更加认同性别平等的理念。作为共产党员，我支持社会公平和家庭和谐。我的身体健康状况良好，意味着我有能力参与家务劳动。我的户口从农业户口转为居民户口，反映了社会变迁和个人发展，这也让我更加认同现代家庭观念。因此，我认为夫妻应当均等分摊家务，这不仅符合现代社会的价值观，也有助于家庭关系的和谐。,"性别平等, 家庭和谐, 现代教育",3,4
北京市,北京市,女,1952,汉,初中,45600,群众,一般,居民户口（以前是非农业户口）,比较同意,比较同意,作为一个69岁的汉族女性，我生活在北京市，拥有初中文化程度，去年全年收入为45600元。我的政治面貌是群众，身体健康状况一般，户口登记状况为居民户口。考虑到我的年龄和传统观念，我认为夫妻之间应当相互支持和理解，家务分摊是家庭和谐的一部分。虽然我可能更习惯于传统的家庭角色分工，但我也认识到现代社会对男女平等的重视。因此，我认为夫妻均等分摊家务是合理的，这有助于减轻双方的压力，促进家庭关系的和谐。,传统观念，家庭和谐，男女平等,3,3
北京市,北京市,男,1983,汉,普通高中,50000,群众,比较不健康,非农业户口,完全同意,完全同意,作为一个38岁的男士，居住在北京市，拥有普通高中学历，去年全年收入为50000元，政治面貌为群众，身体健康状况比较不健康，户口登记状况为非农业户口。我认为夫妻应当均等分摊家务。首先，我的收入水平较低，可能无法承担全部家庭经济负担，因此需要妻子也参与工作，共同分担家庭责任。其次，我的健康状况比较不健康，可能无法承担过多的家务劳动，需要妻子分担一部分。最后，现代社会倡导性别平等，夫妻双方在家庭中应当享有平等的权利和义务，均等分摊家务是这一理念的体现。,收入水平、健康状况、性别平等,4,4
北京市,北京市,女,1963,汉,初中,20000,群众,比较健康,非农业户口,完全同意,比较同意,作为一个58岁的汉族女性，我住在北京市，拥有非农业户口，学历为初中，去年全年收入为20000元，政治面貌为群众，身体健康状况比较健康。考虑到我的年龄和传统观念，我认为夫妻之间应当共同承担家务，但均等分摊可能不太现实。由于我的收入较低，可能更多依赖配偶的经济支持，因此在家务分工上可能会有所倾斜。此外，我的健康状况比较健康，能够承担一定的家务，但可能无法完全均等分摊。,"传统观念,经济依赖,健康状况",4,3
北京市,北京市,女,1952,汉,初中,30000,群众,一般,居民户口（以前是非农业户口）,完全同意,比较同意,作为一个69岁的汉族女性，我成长在一个传统的家庭环境中，那时候家务主要由女性承担。然而，随着社会的发展，我逐渐认识到男女平等的理念。虽然我的学历只有初中，但我通过生活经验了解到，夫妻共同承担家务可以减轻一方的压力，促进家庭和谐。我的个人年收入为30000元，这让我更加理解经济独立的重要性，而家务的均等分摊也是经济独立的一种体现。我的政治面貌是群众，身体健康状况一般，这让我更加珍惜家庭的支持和合作。因此，我认为夫妻应当均等分摊家务。,传统观念、男女平等、家庭和谐,4,3
北京市,北京市,女,1963,汉,大学专科（正规高等教育）,48000,共产党员,一般,居民户口（以前是非农业户口）,完全同意,比较同意,作为一个58岁的汉族女性，我拥有大学专科学历，是共产党员，居住在北京市，去年全年收入为48000元。我的户口是居民户口，身体健康状况一般。在考虑夫妻是否应当均等分摊家务时，我认为这应该基于双方的实际情况和意愿来决定。首先，作为共产党员，我支持性别平等和家庭和谐的理念。其次，我的学历和收入水平让我认识到，家庭责任的分担应该基于能力和时间，而不是性别。最后，我的健康状况一般，这意味着我可能需要更多的支持来分担家务。因此，我认为夫妻应当均等分摊家务，但也要考虑到每个人的具体情况。,"性别平等,家庭和谐,实际情况",4,3
北京市,北京市,男,1995,汉,大学本科（正规高等教育）,120000,群众,比较健康,非农业户口,无所谓同意不同意,比较同意,作为一个26岁的大学本科毕业生，我目前在北京生活，年收入为120000元。考虑到我的非农业户口和群众身份，我认为在现代社会中，夫妻双方都应当承担家庭责任。首先，现代社会强调性别平等，夫妻均等分摊家务是这一理念的体现。其次，作为年轻人，我倾向于支持更加公平和合理的生活方式，这有助于维护家庭和谐。最后，我的健康状况较好，有能力承担一定的家务劳动，这也让我更倾向于支持均等分摊家务。,性别平等 家庭和谐 公平合理,2,3
北京市,北京市,男,1957,汉,初中,30000,群众,一般,其他,完全同意,比较同意,作为一个64岁，居住在北京市的汉族男士，我的学历是初中，去年全年收入为30000元，政治面貌是群众，身体健康状况一般，户口登记状况为其他。在我的成长和生活中，传统的家庭观念较为根深蒂固，通常认为家务主要是女性的责任。然而，随着社会的发展和个人观念的逐渐变化，我开始意识到夫妻双方在家庭中应当共同承担责任，包括家务。虽然我在实际操作中可能还未完全做到均等分摊，但我认为这在理论上是合理的，有助于家庭和谐和减轻单方的负担。,传统观念、社会变化、家庭和谐,4,3
北京市,北京市,女,1954,汉,大学本科（成人高等教育）,108000,共产党员,很不健康,其他,比较不同意,完全同意,作为一位67岁的女士，我经历了中国社会从传统到现代的转变。在我的成长过程中，家务主要由女性承担，但随着社会的发展，性别平等的观念逐渐深入人心。我接受过大学本科教育，这让我更加理解平等的重要性。作为共产党员，我支持男女平等的理念。尽管我的健康状况不佳，但我仍然认为夫妻应当共同承担家庭责任。我的年收入为108000元，这反映了我在经济上的独立性，也支持我在家庭中追求平等。因此，我认为夫妻应当均等分摊家务。,"平等, 教育, 独立",1,4
北京市,北京市,女,1929,汉,小学,85000,共产党员,一般,居民户口（以前是非农业户口）,比较同意,比较同意,作为一个92岁的汉族女性，我成长在一个传统的家庭环境中，那时候家务主要由女性承担。然而，作为一名共产党员，我接受过平等和公正的教育，这让我对性别角色有了更开放的认识。虽然我的学历只有小学，但我通过生活经验和社会观察，逐渐认识到夫妻之间应该相互支持和分担责任。我的健康状况一般，这让我更加理解家庭中每个人都需要贡献自己的力量。因此，我认为夫妻应当均等分摊家务，这不仅有助于减轻单方的负担，也能促进家庭和谐。,"平等, 支持, 和谐",3,3
北京市,北京市,男,1989,汉,大学专科（正规高等教育）,650000,群众,比较健康,非农业户口,无所谓同意不同意,完全同意,作为一个32岁的男性，我目前居住在北京市，拥有大学专科学历，去年全年收入为650000元。我的政治面貌是群众，身体健康状况较好，户口登记状况为非农业户口。考虑到我的收入水平和社会地位，我认为夫妻之间应当均等分摊家务。首先，现代社会倡导性别平等，夫妻双方都有工作和收入，因此家务劳动也应当公平分担。其次，均等分摊家务有助于维护家庭和谐，减少因家务分配不均而产生的矛盾。最后，作为非农业户口居民，我更加注重生活质量和家庭关系的平衡，均等分摊家务符合这一理念。,"性别平等,家庭和谐,生活质量",2,4
北京市,北京市,男,1985,汉,大学本科（正规高等教育）,300000,群众,一般,居民户口（以前是农业户口）,比较同意,比较同意,作为一个36岁的大学本科毕业的汉族男士，居住在北京市，年收入30万元，我的身份和背景影响了我的观点。首先，作为一个受过高等教育的人，我理解性别平等的重要性，这包括家庭责任的均等分配。其次，作为居民户口的前农业户口持有者，我经历了从传统到现代生活方式的转变，这让我更加开放于现代家庭观念。最后，我的年收入水平表明我有能力支持家庭，这减少了对传统性别角色的依赖，使我更倾向于支持夫妻均等分摊家务。,"性别平等, 教育背景, 经济能力",3,3
北京市,北京市,男,1988,汉,大学专科（成人高等教育）,100000,群众,比较健康,农业户口,无所谓同意不同意,比较同意,作为一个33岁的男性，我目前住在北京市，拥有大学专科（成人高等教育）学历，去年全年收入为100000元。我的政治面貌是群众，身体健康状况比较健康，户口登记状况为农业户口。考虑到我的身份背景，我认为夫妻应当均等分摊家务。首先，现代社会倡导性别平等，夫妻双方都有工作和收入，因此家务也应当共同承担。其次，我个人的收入水平并不算高，夫妻双方共同分担家务可以减轻一方的负担，有助于家庭和谐。最后，我的健康状况比较健康，有能力参与家务劳动，这也符合我个人的实际情况。,"性别平等,家庭和谐,个人能力",2,3
北京市,北京市,男,1980,汉,大学本科（正规高等教育）,200000,共产党员,一般,居民户口（以前是非农业户口）,完全同意,完全同意,作为一个41岁的大学本科毕业的共产党员，我接受过高等教育，具备一定的性别平等意识。虽然我的身体健康状况一般，但我认为夫妻之间应该平等分担家庭责任。我的年收入为20万元，属于中等收入水平，这使我能够在家庭中承担一定的经济责任。我的户口是居民户口，以前是非农业户口，这意味着我生活在城市环境中，受到现代观念的熏陶。基于这些身份信息，我认为夫妻应当均等分摊家务，这不仅符合性别平等的理念，也有助于家庭的和谐与稳定。,"性别平等,家庭和谐,责任分担",4,4
北京市,北京市,男,1951,汉,普通高中,54000,群众,比较不健康,其他,完全同意,比较同意,作为一个70岁的汉族男性，我生活在北京市，学历是普通高中，去年全年收入为54000元，政治面貌是群众，身体健康状况比较不健康，户口登记状况为其他。考虑到我的年龄和健康状况，我可能更倾向于传统的家庭角色分工，即男性主要负责经济支持，女性主要负责家务。然而，随着社会的发展，我也意识到夫妻之间应该相互支持和理解，共同承担家庭责任。因此，我认为夫妻应当均等分摊家务，这样可以减轻彼此的负担，促进家庭和谐。,"年龄, 健康状况, 社会观念",4,3
北京市,北京市,男,1958,汉,普通高中,100000,群众,一般,居民户口（以前是非农业户口）,比较同意,比较同意,作为一个63岁的汉族男性，我住在北京市，拥有普通高中学历，去年全年收入为10万元，政治面貌为群众，身体健康状况一般，户口登记状况为居民户口（以前是非农业户口）。考虑到我的年龄和传统观念，我倾向于认为家庭中的角色分工应该有一定的传统性，即男性主要负责经济支持，女性主要负责家务。然而，随着社会的发展和性别平等观念的普及，我也认识到夫妻之间应该更加平等地分担家庭责任。因此，虽然我可能不完全认同完全均等分摊家务，但我理解并支持这种趋势。,"传统观念, 社会变化, 性别平等",3,3
北京市,北京市,男,1936,汉,私塾、扫盲班,60000,共产党员,一般,居民户口（以前是非农业户口）,完全同意,比较同意,作为一个85岁的汉族男性，我经历了中国社会的巨大变迁。在我的成长过程中，传统的家庭观念较为根深蒂固，家务通常由女性承担。然而，随着社会的发展和性别平等观念的普及，我逐渐认识到夫妻共同承担家务的重要性。虽然我个人的经历和背景可能让我对这个问题有一定的传统倾向，但我也理解现代社会中夫妻平等的重要性。因此，我倾向于支持夫妻均等分摊家务，尽管这可能与我的早期观念有所不同。,"社会变迁,性别平等,家庭和谐",4,3
北京市,北京市,男,1951,汉,大学本科（正规高等教育）,120000,共产党员,很不健康,非农业户口,比较不同意,比较同意,作为一位70岁的汉族男性，我拥有大学本科学历，是一名共产党员，居住在北京市，拥有非农业户口。我的年收入为120000元，但健康状况很不理想。考虑到我的年龄和健康状况，我可能无法承担过多的家务。此外，我的教育背景和政治身份可能使我倾向于支持性别平等和家庭责任的公平分配。然而，我的身体状况可能限制了我实际参与家务的能力。因此，我认为夫妻应当均等分摊家务，但实际情况可能会有所不同。,"健康状况, 性别平等, 实际能力",1,3
北京市,北京市,女,1963,汉,普通高中,30000,群众,比较健康,居民户口（以前是农业户口）,完全同意,比较同意,我是一名58岁的汉族女士，住在北京市，拥有居民户口，以前是农业户口。我的学历是普通高中，去年全年收入为30000元，政治面貌是群众，身体健康状况比较健康。考虑到我的年龄和传统观念，我认为夫妻之间应当相互支持和理解，家务分工可以根据双方的时间和能力来安排，而不是严格均等分摊。我的生活经历和家庭背景让我更倾向于认为夫妻之间应当灵活处理家务分工，而不是一味追求均等。,"传统观念, 灵活性, 相互支持",4,3
北京市,北京市,女,1997,汉,研究生及以上,30000,共青团员,比较健康,居民户口（以前是非农业户口）,完全同意,完全同意,作为一个24岁的女性，我目前住在北京市，拥有研究生及以上学历，去年全年收入为30000元。我的政治面貌是共青团员，身体健康状况比较健康，户口登记状况为居民户口。考虑到我的教育背景和收入水平，我认为夫妻应当均等分摊家务。首先，研究生学历让我更加注重平等和公平，这在家务分配上也不例外。其次，我的收入虽然不高，但足以支持我独立生活，这让我更加重视家庭中的平等分工。最后，作为共青团员，我认同社会进步和性别平等的理念，这在家务分配上也有所体现。因此，我认为夫妻应当均等分摊家务。,平等 公平 性别平等,4,4
北京市,北京市,女,1946,汉,小学,69000,群众,一般,居民户口（以前是农业户口）,完全同意,比较同意,我是一位75岁的汉族女士，住在北京市，学历是小学，去年全年收入为69000元，政治面貌是群众，身体健康状况一般，户口登记状况为居民户口（以前是农业户口）。考虑到我的年龄和传统观念，我认为夫妻之间应当互相支持和分担家务，但均等分摊可能不太现实。由于我这一代人更倾向于男主外女主内的家庭模式，我认为夫妻之间应当根据各自的能力和时间来合理分配家务，而不是严格均等。,"传统观念, 年龄因素, 实际能力",4,3
北京市,北京市,男,1998,回,大学本科（正规高等教育）,60000,共青团员,比较健康,农业户口,无所谓同意不同意,完全同意,作为一个23岁的大学本科毕业生，我目前住在北京市，拥有农业户口，并且是回族。我的年收入为60000元，政治面貌是共青团员，身体健康状况良好。考虑到我的文化背景和现代教育的影响，我认为夫妻之间应当平等分担家务。首先，作为受过高等教育的人，我理解性别平等的重要性，认为家务不应仅由一方承担。其次，我的回族文化虽然传统上可能倾向于性别角色分工，但现代社会的趋势是鼓励男女平等。最后，我的个人经历和健康状态也支持我能够积极参与家务，与伴侣共同分担家庭责任。,"性别平等, 现代教育, 文化适应",2,4
北京市,北京市,男,1974,汉,大学本科（成人高等教育）,300000,群众,比较健康,非农业户口,比较同意,完全同意,作为一个47岁的男性，我住在北京市，拥有大学本科（成人高等教育）学历，去年全年收入为300000元。我的政治面貌是群众，身体健康状况比较健康，户口登记状况为非农业户口。考虑到我的年龄和生活背景，我认为夫妻应当均等分摊家务。首先，现代社会倡导性别平等，夫妻双方都有工作和收入，因此家务也应当共同承担。其次，均等分摊家务有助于维护家庭和谐，减少因家务分配不均而产生的矛盾。最后，作为父亲和丈夫，我希望为家庭做出更多贡献，包括分担家务，以体现对家庭的责任感。,"性别平等,家庭和谐,责任感",3,4
北京市,北京市,男,1994,汉,研究生及以上,50000,共产党员,很健康,居民户口（以前是农业户口）,比较同意,完全同意,作为一名27岁的男性，我目前居住在北京市，拥有研究生及以上学历，去年全年收入为50000元。作为一名共产党员，我注重公平和责任感。我的身体健康状况很好，户口登记状况为居民户口（以前是农业户口）。结合这些身份信息，我认为夫妻应当均等分摊家务。首先，作为研究生及以上学历的人，我理解平等和合作的重要性。其次，作为一名共产党员，我倡导公平和责任感，这包括家庭生活中的责任分担。最后，我的健康状态良好，意味着我有能力承担家务。因此，我认为夫妻应当均等分摊家务。,"公平, 合作, 责任感",3,4
北京市,北京市,女,1979,汉,初中,10000,群众,一般,农业户口,无所谓同意不同意,比较同意,我是一位42岁的汉族女性，住在北京市，拥有农业户口，学历为初中，去年全年收入为10000元，政治面貌为群众，身体健康状况一般。考虑到我的文化背景和传统观念，我认为在家庭中，夫妻双方应当共同承担家务，但均等分摊可能不太现实。由于我的收入较低，且身体健康状况一般，我可能无法完全承担一半的家务。此外，我的学历和农业户口背景可能使我更倾向于传统的家庭角色分工。因此，我认为夫妻应当共同承担家务，但均等分摊可能不太适合我的实际情况。,"传统观念,收入限制,健康状况",2,3
北京市,北京市,男,1987,汉,技校,60000,群众,比较健康,非农业户口,无所谓同意不同意,比较同意,作为一个34岁的汉族男性，居住在北京市，拥有技校学历，去年全年收入为60000元，政治面貌为群众，身体健康状况比较健康，户口登记状况为非农业户口。我认为夫妻应当均等分摊家务的原因如下：首先，现代社会提倡性别平等，男女在家庭中的责任也应平等。其次，我个人的收入水平并不高，夫妻双方共同分担家务可以减轻经济压力，提高生活质量。最后，我的健康状况比较健康，有能力参与家务劳动，这有助于增进夫妻感情，促进家庭和谐。,性别平等、经济压力、家庭和谐,2,3
北京市,北京市,女,1971,汉,初中,55000,群众,一般,居民户口（以前是非农业户口）,比较同意,完全同意,作为一个50岁的汉族女性，我在北京市居住，拥有初中文化程度，去年全年收入为55000元，政治面貌为群众，身体健康状况一般，户口登记状况为居民户口（以前是非农业户口）。在我的生活经历中，我见证了社会对性别角色的传统期望和现代观念的变化。我认为，夫妻在家庭中应该共同承担家务，这有助于建立平等和尊重的伴侣关系。尽管我的教育程度不高，但我理解现代社会中男女平等的重要性。我的收入水平虽然不高，但这并不影响我对家庭责任分担的看法。因此，我认为夫妻应当均等分摊家务，这不仅是对彼此的尊重，也是对家庭和谐的贡献。,平等、尊重、和谐,3,4
北京市,北京市,男,1986,汉,大学本科（正规高等教育）,400000,群众,一般,非农业户口,无所谓同意不同意,完全同意,作为一个35岁的男性，我住在北京市，拥有大学本科学历，去年全年收入为400000元。我的政治面貌是群众，身体健康状况一般，户口登记状况为非农业户口。考虑到我的身份和背景，我认为夫妻应当均等分摊家务。首先，现代社会倡导性别平等，夫妻双方都有工作和收入，因此家务也应当共同承担。其次，均等分摊家务有助于维护家庭和谐，减少因家务分配不均而产生的矛盾。最后，作为受过高等教育的人，我理解并支持性别平等的理念，认为这是社会进步的表现。,"性别平等,家庭和谐,社会进步",2,4
北京市,北京市,男,1998,汉,大学本科（正规高等教育）,100000,共青团员,一般,非农业户口,无所谓同意不同意,比较同意,作为一个23岁的大学本科毕业生，我目前的生活状态和家庭责任相对较轻。考虑到我的年龄和职业发展阶段，我还没有结婚，因此对夫妻分摊家务的实际体验有限。然而，基于我的教育背景和对性别平等的理解，我认为夫妻应当均等分摊家务。这种观点源于我对现代社会性别角色分工的认知，以及我对公平和合作关系的重视。此外，作为共青团员，我倾向于支持社会进步和性别平等的理念。因此，我倾向于同意夫妻应当均等分摊家务。,"性别平等, 公平, 合作",2,3
