provinces,cities,A2,A3_1,A4,A7a,A8a,A10,A15,A18,A42_1,answear,Langchain,key,fact_vnum,answear_vacnum
北京市,北京市,男,1987,汉,大学专科（成人高等教育）,100000,群众,一般,非农业户口,比较不同意,比较不同意,作为一个34岁的男性，我目前居住在北京市，拥有大学专科（成人高等教育）学历，去年全年收入为100000元。我的政治面貌是群众，身体健康状况一般，户口登记状况为非农业户口。考虑到我的身份和背景，我认为在现代社会中，男性和女性在事业和家庭方面的角色已经逐渐趋于平等。虽然传统观念认为男人应以事业为重，女人应以家庭为重，但现实情况是，许多女性在事业上取得了显著成就，而男性也在家庭中承担了更多责任。因此，我认为这种观念已经不再完全适用。,"平等, 现实, 责任",1,1
北京市,北京市,女,1997,汉,大学本科（正规高等教育）,40000,共青团员,很健康,居民户口（以前是农业户口）,比较不同意,完全不同意,作为一个24岁的大学本科毕业生，我接受过正规高等教育，这让我对性别角色有了更开放和多元的理解。虽然我目前的全职工作收入并不高，但我相信事业对男女都是重要的。我的户口从农业转为居民，这反映了社会的变化和个人的发展。作为共青团员，我支持性别平等和个人的全面发展。因此，我认为无论是男性还是女性，都应该有追求事业和家庭平衡的权利和机会。,"性别平等, 个人发展, 社会变化",1,0
北京市,北京市,女,1963,汉,初中,14400,群众,一般,农业户口,比较不同意,比较不同意,作为一个58岁的汉族女性，我生活在北京市，拥有农业户口，学历为初中，去年全年收入为14400元，政治面貌为群众，身体健康状况一般。在我的生活经历中，我观察到传统观念中男人通常被期望以事业为重，而女人则更多地承担家庭责任。然而，随着社会的发展，我认为这种观念正在逐渐改变。我个人的经历也让我意识到，无论是男人还是女人，都应该在事业和家庭之间找到平衡。因此，我倾向于不完全同意这种传统的性别角色分工。,"社会变迁,性别平等,个人经历",1,1
北京市,北京市,男,1970,汉,大学专科（正规高等教育）,200000,群众,比较健康,居民户口（以前是非农业户口）,比较不同意,完全不同意,作为一个51岁的汉族男性，居住在北京市，拥有大学专科学历，去年全年收入为200000元，政治面貌为群众，身体健康状况比较健康，户口登记状况为居民户口。我认为，现代社会强调男女平等，无论是男性还是女性，都应该在事业和家庭之间找到平衡。虽然传统观念认为男性应以事业为重，女性应以家庭为重，但根据我的生活经验和社会观察，这种观念已经逐渐过时。我支持男女在家庭和事业上共同承担责任，而不是单一地强调某一方的责任。因此，我不同意男人以事业为重，女人以家庭为重的观点。,"男女平等, 社会责任, 现代观念",1,0
北京市,北京市,男,1977,汉,没有受过任何教育,36000,群众,很不健康,居民户口（以前是非农业户口）,比较同意,无所谓同意不同意,作为一个44岁的男士，居住在北京市，我的学历是没有受过任何教育，去年全年收入为36000元，政治面貌是群众，身体健康状况很不健康，户口登记状况为居民户口。考虑到我的经济状况和健康状况，我认为事业对于男性来说非常重要，因为它是维持家庭生计的主要来源。然而，由于我的健康状况不佳，我可能无法像其他男性那样专注于事业。对于女性以家庭为重的观点，我认为这取决于个人选择和家庭情况，而不是性别。因此，我对此问题持中立态度。,"经济状况,健康状况,个人选择",3,2
北京市,北京市,女,1963,汉,大学专科（成人高等教育）,90000,群众,比较健康,非农业户口,完全不同意,完全不同意,作为一个58岁的女性，我经历了中国社会的巨大变迁，包括性别角色的转变。我拥有大学专科（成人高等教育）学历，这让我对性别平等有一定的认识。我的年收入为90000元，这表明我在经济上相对独立。我的政治面貌是群众，身体健康状况比较健康，户口登记状况为非农业户口，这些因素都影响了我对性别角色的看法。我认为，现代社会应该鼓励男女平等，无论是在事业还是家庭方面，都应该根据个人的兴趣和能力来决定，而不是传统的性别角色分工。因此，我不同意男人以事业为重，女人以家庭为重的观点。,"性别平等,个人选择,社会变迁",0,0
北京市,北京市,女,1984,汉,大学本科（正规高等教育）,400000,群众,一般,居民户口（以前是非农业户口）,无所谓同意不同意,完全不同意,作为一名37岁的女性，我生活在北京，拥有大学本科学历，去年年收入为40万元。作为一名居民户口的汉族群众，我的身体健康状况一般。考虑到我的教育背景和收入水平，我认为个人发展对女性同样重要。我的职业成就和个人收入证明女性也可以在事业上取得成功，而不仅仅是家庭角色。因此，我认为男女在事业和家庭上的责任应该是平等的，而不是固定的性别角色。,平等，个人发展，职业成就,2,0
北京市,北京市,男,1999,汉,大学本科（正规高等教育）,不适用,共产党员,很健康,居民户口（以前是农业户口）,比较不同意,完全不同意,作为一个22岁的大学本科毕业生，我目前处于职业生涯的起步阶段，因此事业对我来说非常重要。同时，作为一名共产党员，我认同性别平等的理念，认为男女在家庭和事业中应享有平等的权利和责任。我的户口从农业户口转为居民户口，这反映了社会的发展和进步，也让我更加关注现代社会的性别角色分工。基于这些身份信息，我认为男人和女人在事业和家庭中应承担平等的责任，而不是传统观念中的性别分工。,"性别平等, 现代观念, 社会责任",1,0
北京市,北京市,女,1952,汉,初中,45600,群众,一般,居民户口（以前是非农业户口）,比较不同意,比较不同意,作为一个69岁的汉族女性，我经历了中国社会的巨大变迁。我的学历是初中，这在当时是较为普遍的学历水平。我的个人年收入为45600元，这反映了我的经济状况。我的政治面貌是群众，身体健康状况一般，户口登记状况为居民户口。这些信息帮助我理解社会角色和性别分工的传统观念。在过去，社会普遍认为男人应该以事业为重，而女人则应以家庭为重。然而，随着社会的发展，这种观念逐渐受到挑战。我认为，无论是男人还是女人，都应该根据个人的兴趣和能力来选择自己的生活方式，而不是被性别角色所限制。因此，我倾向于不同意这种传统的性别分工观念。,"社会变迁,个人选择,性别平等",1,1
北京市,北京市,男,1983,汉,普通高中,50000,群众,比较不健康,非农业户口,完全不同意,比较不同意,作为一个38岁的男士，居住在北京市，拥有普通高中学历，去年全年收入为50000元，政治面貌为群众，身体健康状况比较不健康，户口登记状况为非农业户口。我认为，男人以事业为重，女人以家庭为重的观念在现代社会中已经逐渐过时。首先，我的收入水平并不高，说明事业上并没有取得显著成就，这让我意识到事业并不是衡量一个人价值的唯一标准。其次，我的健康状况比较不健康，这让我更加重视家庭和生活的平衡，而不是一味追求事业。最后，现代社会提倡性别平等，男女在家庭和事业中的角色应该根据个人意愿和能力来分配，而不是固守传统的性别角色分工。,"收入水平,健康状况,性别平等",0,1
北京市,北京市,女,1963,汉,初中,20000,群众,比较健康,非农业户口,完全不同意,完全不同意,作为一个58岁的汉族女性，我生活在北京市，拥有非农业户口，学历为初中，去年全年收入为20000元，政治面貌为群众，身体健康状况比较健康。结合我的身份信息，我认为传统的性别角色分工在现代社会中已经不再适用。首先，我的学历和收入水平表明，我并没有依赖家庭经济支持，而是通过自己的努力维持生活。其次，作为非农业户口，我生活在城市环境中，这里的社会观念相对开放，男女平等的意识较强。最后，我的健康状况比较健康，说明我有能力参与社会活动，而不仅仅是局限于家庭事务。因此，我认为男女在事业和家庭上的责任应该是平等的，而不是传统的以性别来划分。,"平等,独立,开放",0,0
北京市,北京市,女,1952,汉,初中,30000,群众,一般,居民户口（以前是非农业户口）,比较不同意,无所谓同意不同意,作为一个69岁的汉族女性，我经历了中国社会的巨大变迁。在我的成长过程中，传统的性别角色观念较为普遍，即男人以事业为重，女人以家庭为重。然而，随着社会的发展，这种观念逐渐受到挑战。我的学历是初中，这反映了我在教育方面的局限性，可能也影响了我的观念。我的个人年收入为30000元，这表明我的经济状况一般，可能也影响了我的生活重心。我的政治面貌是群众，身体健康状况一般，户口登记状况为居民户口，这些因素共同塑造了我的生活经历和价值观。考虑到这些因素，我认为传统的性别角色观念在现代社会中已经不再完全适用，但我也理解这种观念在某些情况下仍然有其合理性。,"传统观念,社会变迁,个人经历",1,2
北京市,北京市,女,1963,汉,大学专科（正规高等教育）,48000,共产党员,一般,居民户口（以前是非农业户口）,完全不同意,完全不同意,作为一个58岁的汉族女性，我拥有大学专科学历，并且是共产党员。我的年收入为48000元，居住在北京市，拥有居民户口。我的健康状况一般。考虑到我的背景和经历，我认为男女在事业和家庭上的责任应该是平等的。现代社会提倡性别平等，女性同样可以在事业上取得成功，而男性也应该在家庭中承担更多责任。因此，我不同意男人以事业为重，女人以家庭为重的观点。,"性别平等, 社会责任, 现代观念",0,0
北京市,北京市,男,1995,汉,大学本科（正规高等教育）,120000,群众,比较健康,非农业户口,无所谓同意不同意,无所谓同意不同意,作为一个26岁的大学本科毕业生，我目前在北京生活，年收入为120000元。考虑到我的年龄和职业发展阶段，我认为事业对于男性来说非常重要，因为它直接关系到个人的经济独立和社会地位。同时，作为一个非农业户口的汉族群众，我理解家庭在女性生活中的重要性，尤其是在传统观念中，女性往往被期望承担更多的家庭责任。然而，我也认识到现代社会越来越强调性别平等，女性在事业上的成就同样值得尊重和鼓励。因此，我认为男性和女性都应该在事业和家庭之间找到平衡，而不是单一地强调某一方的重要性。,"性别平等, 事业家庭平衡, 现代社会观念",2,2
北京市,北京市,男,1957,汉,初中,30000,群众,一般,其他,比较同意,比较同意,我今年64岁，住在北京市，是汉族，学历是初中，去年全年收入为30000元，政治面貌是群众，身体健康状况一般，户口登记状况为其他。考虑到我的年龄和学历，我成长在一个传统观念较为盛行的时代，那时社会普遍认为男人应该以事业为重，女人则应以家庭为重。虽然现代社会观念有所变化，但我的个人经历和背景让我倾向于认同这种传统观念。此外，我的收入水平较低，可能也反映了我在事业上的成就有限，这进一步强化了我对男人以事业为重的认同。,"传统观念, 个人经历, 收入水平",3,3
北京市,北京市,女,1954,汉,大学本科（成人高等教育）,108000,共产党员,很不健康,其他,完全不同意,比较不同意,作为一名67岁的汉族女性，我经历了中国社会的巨大变迁。我的学历是大学本科（成人高等教育），这反映了我在职业生涯中对自我提升的追求。作为一名共产党员，我认同男女平等的理念。然而，我的身体健康状况很不健康，这让我更加关注家庭和健康。我的户口登记状况为其他，这可能意味着我在某些方面与主流社会有所不同。综合考虑这些因素，我认为男女在事业和家庭上的分工应该更加灵活，而不是固定不变。,"平等, 健康, 灵活",0,1
北京市,北京市,女,1929,汉,小学,85000,共产党员,一般,居民户口（以前是非农业户口）,比较不同意,比较不同意,作为一个92岁的汉族女性，我经历了中国社会的巨大变迁。我出生在一个传统家庭，从小接受的教育是女性应该以家庭为重。然而，作为一名共产党员，我也深受平等思想的影响。我的学历是小学，这限制了我对现代性别角色的深入理解，但我通过生活经验认识到，男女在社会和家庭中都有各自的角色和责任。我的年收入为85000元，这在北京市属于中等水平，这让我在经济上相对独立，不需要完全依赖家庭。我的健康状况一般，这让我更加珍惜家庭的支持和关爱。综合考虑我的身份、经历和现状，我认为男女在事业和家庭上应该平等，而不是单一地以性别来划分责任。,"平等思想, 经济独立, 生活经验",1,1
北京市,北京市,男,1989,汉,大学专科（正规高等教育）,650000,群众,比较健康,非农业户口,比较不同意,比较不同意,作为一个32岁的男性，我目前住在北京市，拥有大学专科学历，去年全年收入为650000元。考虑到我的职业发展和经济状况，我认为事业对男性来说非常重要。然而，我也认识到现代社会对性别角色的看法正在发生变化，女性在事业上同样可以取得巨大成就。因此，我认为男性和女性都应该在事业和家庭之间找到平衡，而不是单纯地以性别来划分责任。,"性别平等, 事业家庭平衡, 现代社会观念",1,1
北京市,北京市,男,1985,汉,大学本科（正规高等教育）,300000,群众,一般,居民户口（以前是农业户口）,比较不同意,完全不同意,作为一个36岁的男性，我目前居住在北京市，拥有大学本科学历，去年全年收入为300000元。我的政治面貌是群众，身体健康状况一般，户口登记状况为居民户口（以前是农业户口）。考虑到我的身份和背景，我认为男人以事业为重，女人以家庭为重的观点在现代社会中已经不再适用。首先，现代社会强调性别平等，男女在事业和家庭中都应该有平等的责任和机会。其次，我的个人经历也表明，家庭和事业的平衡对个人幸福和家庭和谐至关重要。最后，随着社会的发展，越来越多的女性在事业上取得了显著成就，而男性也在家庭中扮演着越来越重要的角色。因此，我认为这种传统的性别角色分工已经不再符合现代社会的需求。,"性别平等, 个人经历, 社会发展",1,0
北京市,北京市,男,1988,汉,大学专科（成人高等教育）,100000,群众,比较健康,农业户口,比较不同意,完全不同意,作为一个33岁的男性，我目前住在北京市，拥有大学专科（成人高等教育）学历，去年全年收入为100000元。我的政治面貌是群众，身体健康状况比较健康，户口登记状况为农业户口。考虑到我的身份和背景，我认为男人以事业为重，女人以家庭为重的观点并不完全符合现代社会的发展趋势。首先，现代社会强调性别平等，男女在事业和家庭中都应该有平等的权利和责任。其次，我的个人经历也让我认识到，家庭和事业的平衡对个人和家庭的幸福至关重要。最后，我的学历和收入水平也让我意识到，无论性别，个人都应该追求自己的事业目标，同时也要承担家庭责任。因此，我不同意这种传统的性别角色分工。,"性别平等, 个人经历, 社会趋势",1,0
北京市,北京市,男,1980,汉,大学本科（正规高等教育）,200000,共产党员,一般,居民户口（以前是非农业户口）,无所谓同意不同意,完全不同意,作为一个41岁的男性，我生活在北京市，拥有大学本科学历，去年全年收入为200000元。作为一名共产党员，我接受过系统的思想教育，强调男女平等和共同发展。我的户口是居民户口，以前是非农业户口，这让我对城市生活和社会结构有较深的理解。我的身体健康状况一般，这让我更加注重家庭和事业的平衡。结合这些身份信息，我认为现代社会男女应该共同承担家庭和事业的责任，而不是单一地强调男人以事业为重，女人以家庭为重。这种观念不仅符合现代社会的价值观，也有助于家庭的和谐与个人的全面发展。,"平等, 共同发展, 家庭和谐",2,0
北京市,北京市,男,1951,汉,普通高中,54000,群众,比较不健康,其他,完全同意,完全不同意,作为一个70岁的汉族男性，我生活在北京市，学历为普通高中，去年全年收入为54000元，政治面貌为群众，身体健康状况比较不健康，户口登记状况为其他。考虑到我的年龄和健康状况，我认为传统的性别角色分工在现代社会中已经不再适用。虽然我成长在一个强调男性事业为重、女性家庭为重的时代，但现代社会更强调性别平等和个人的全面发展。我的收入水平和社会地位也让我意识到，家庭和事业对男女同样重要。因此，我认为男女在家庭和事业上应该有平等的责任和机会。,"性别平等, 现代社会, 个人发展",4,0
北京市,北京市,男,1958,汉,普通高中,100000,群众,一般,居民户口（以前是非农业户口）,无所谓同意不同意,比较不同意,作为一个63岁的汉族男士，居住在北京市，拥有普通高中学历，去年全年收入为10万元，政治面貌为群众，身体健康状况一般，户口登记状况为居民户口（以前是非农业户口）。我认为，男人以事业为重，女人以家庭为重的观念在现代社会中已经逐渐过时。首先，随着社会的发展，男女平等的观念越来越深入人心，女性在职场上的表现并不逊色于男性。其次，家庭是两个人的共同责任，不应该仅仅由女性来承担。最后，个人的幸福感和成就感不仅仅来自于事业，家庭生活同样重要。因此，我认为这种观念需要与时俱进，更加注重男女在家庭和事业中的平等分工。,平等、责任、幸福,2,1
北京市,北京市,男,1936,汉,私塾、扫盲班,60000,共产党员,一般,居民户口（以前是非农业户口）,完全同意,比较同意,作为一个85岁的汉族男性，我成长于一个传统的家庭环境中，接受的是私塾和扫盲班的教育，这些教育背景和成长经历让我在年轻时形成了较为传统的性别角色观念。作为共产党员，我接受过集体主义的教育，强调个人对社会的贡献，这在一定程度上强化了我对事业重要性的认识。然而，随着社会的发展和观念的更新，我也逐渐认识到家庭的重要性，尤其是对于女性在家庭中的角色。我的健康状况一般，这让我更加珍惜家庭的支持和温暖。综合考虑我的个人经历、教育背景、政治面貌以及健康状况，我认为虽然事业对男性很重要，但家庭对女性同样重要，因此我倾向于比较同意男人以事业为重，女人以家庭为重的观点。,传统观念、教育背景、家庭价值,4,3
北京市,北京市,男,1951,汉,大学本科（正规高等教育）,120000,共产党员,很不健康,非农业户口,完全同意,比较不同意,作为一名70岁的汉族男性，我拥有大学本科学历，是共产党员，目前居住在北京市，属于非农业户口。我的年收入为120000元，健康状况很不健康。考虑到我的年龄和健康状况，我认为事业和家庭的重要性在不同阶段有不同的体现。年轻时，我确实认为男人应以事业为重，因为这是养家糊口和实现个人价值的重要途径。然而，随着年龄的增长和健康状况的恶化，我更加意识到家庭的重要性，尤其是对于女性来说，家庭是她们情感和生活的核心。因此，我认为在现代社会，男女在事业和家庭上的责任应该更加平衡，而不是单一地强调某一方。,年龄、健康、平衡,4,1
北京市,北京市,女,1963,汉,普通高中,30000,群众,比较健康,居民户口（以前是农业户口）,比较不同意,完全不同意,作为一个58岁的汉族女性，我住在北京市，拥有普通高中学历，去年全年收入为30000元，政治面貌为群众，身体健康状况比较健康，户口登记状况为居民户口（以前是农业户口）。结合我的身份信息，我认为男人以事业为重，女人以家庭为重的观念已经过时。首先，我作为女性，虽然学历不高，但我也通过自己的努力获得了一定的收入，这表明女性同样可以在事业上有所作为。其次，现代社会提倡男女平等，家庭责任应该由双方共同承担，而不是单方面强调女性以家庭为重。最后，我的户口从农业户口转为居民户口，也反映了社会的发展和进步，这种进步应该体现在性别角色的平等上。,男女平等，共同责任，社会进步,1,0
北京市,北京市,女,1997,汉,研究生及以上,30000,共青团员,比较健康,居民户口（以前是非农业户口）,完全不同意,完全不同意,作为一个24岁的女性，我目前住在北京市，拥有研究生及以上学历，去年全年收入为30000元。我的政治面貌是共青团员，身体健康状况比较健康，户口登记状况为居民户口。考虑到我的学历和收入水平，我倾向于追求个人事业发展和经济独立。同时，作为现代女性，我认同性别平等和多元化角色分配。因此，我认为男性和女性都应该在事业和家庭之间找到平衡，而不是单一地以事业或家庭为重。,"性别平等, 个人发展, 多元化角色",0,0
北京市,北京市,女,1946,汉,小学,69000,群众,一般,居民户口（以前是农业户口）,完全同意,比较同意,我今年75岁，住在北京市，是汉族，学历是小学，去年全年收入是69000元，政治面貌是群众，身体健康状况一般，户口登记状况为居民户口（以前是农业户口）。考虑到我的年龄和成长背景，我从小接受的教育和传统观念认为男人应该以事业为重，女人应该以家庭为重。这种观念在我年轻的时候非常普遍，尤其是在农村地区。虽然现在社会观念有所变化，但我仍然倾向于认同这种传统的性别角色分工。,"传统观念, 年龄背景, 社会影响",4,3
北京市,北京市,男,1998,回,大学本科（正规高等教育）,60000,共青团员,比较健康,农业户口,无所谓同意不同意,比较不同意,作为一个23岁的回族男性，我目前住在北京市，拥有大学本科学历，去年全年收入为60000元。我的政治面貌是共青团员，身体健康状况较好，户口登记为农业户口。考虑到我的年龄和职业发展阶段，我认为事业对于男性来说非常重要，因为它不仅关系到个人的经济独立，还影响到家庭的生活质量。同时，我也认识到女性在家庭中的重要作用，尤其是在照顾孩子和家庭事务方面。然而，我认为现代社会应该鼓励性别平等，男性和女性都应该在事业和家庭中找到平衡。因此，我倾向于认为男性和女性都应该在事业和家庭中承担相应的责任，而不是单纯地以性别来划分角色。,"性别平等, 事业家庭平衡, 社会责任",2,1
北京市,北京市,男,1974,汉,大学本科（成人高等教育）,300000,群众,比较健康,非农业户口,比较不同意,完全不同意,作为一个47岁的男性，我生活在北京，拥有大学本科（成人高等教育）学历，去年全年收入为30万元。我的政治面貌是群众，身体健康状况比较健康，户口登记状况为非农业户口。考虑到我的身份和背景，我认为男人以事业为重，女人以家庭为重的观点在现代社会中已经不再适用。首先，现代社会强调性别平等，男女在事业和家庭中都应该有平等的责任和机会。其次，我的个人经历也让我认识到，家庭和事业的平衡对个人和家庭的幸福至关重要。最后，随着社会的发展，越来越多的女性在事业上取得了显著成就，而男性也在家庭中承担了更多的责任。因此，我认为这种传统的性别角色分工已经不再符合现代社会的需求。,"性别平等, 社会进步, 个人经历",1,0
北京市,北京市,男,1994,汉,研究生及以上,50000,共产党员,很健康,居民户口（以前是农业户口）,比较不同意,完全不同意,作为一个27岁的男性，我目前居住在北京市，拥有研究生及以上学历，去年全年收入为50000元。作为一名共产党员，我身体健康，户口登记状况为居民户口（以前是农业户口）。在考虑这个问题时，我首先想到的是现代社会对性别角色的期望正在发生变化。虽然传统观念认为男人应以事业为重，女人应以家庭为重，但现代社会中，越来越多的女性在事业上取得了显著成就，而男性也在家庭中扮演着更加积极的角色。我的学历和收入水平让我意识到，性别不应成为决定个人生活重心的唯一因素。此外，作为一名共产党员，我支持性别平等和个体自由选择的权利。因此，我认为无论是男性还是女性，都应该根据个人的兴趣、能力和家庭情况来决定自己的生活重心，而不是被传统的性别角色所束缚。,"性别平等, 个体自由, 现代社会",1,0
北京市,北京市,女,1979,汉,初中,10000,群众,一般,农业户口,无所谓同意不同意,完全不同意,作为一个42岁的汉族女性，我住在北京市，拥有农业户口，学历是初中，去年全年收入为10000元，政治面貌是群众，身体健康状况一般。基于我的身份和经历，我认为男人以事业为重，女人以家庭为重的观念并不完全符合现代社会的实际情况。首先，我的收入较低，说明我在经济上并不独立，这让我更加意识到女性也需要在事业上有所作为，以改善家庭经济状况。其次，我的学历较低，这让我意识到教育的重要性，无论是男性还是女性，都应该有平等的机会去追求事业和家庭。最后，我的健康状况一般，这让我更加珍惜家庭生活，但同时也意识到，无论是男性还是女性，都需要在事业和家庭之间找到平衡。因此，我不同意男人以事业为重，女人以家庭为重的观点。,经济独立、教育平等、家庭平衡,2,0
