provinces,cities,A2,A3_1,A4,A7a,A8a,A10,A15,A18,A42_4,answear,Langchain,key,fact_vnum,answear_vacnum
北京市,北京市,女,1963,汉,大学专科（成人高等教育）,90000,群众,比较健康,非农业户口,完全不同意,完全不同意,作为一个58岁的女性，我深知女性在职场中面临的挑战。我的学历是大学专科（成人高等教育），这让我在职业生涯中付出了更多的努力。去年我的全年总收入是90000元，这反映了我在经济上的独立和稳定。我的政治面貌是群众，身体健康状况比较健康，户口登记状况为非农业户口，这些因素都让我对社会的公平和正义有更深的体会。在经济不景气时，解雇员工应该基于工作表现和能力，而不是性别。女性员工同样为家庭和社会做出了重要贡献，她们的权利和地位应该得到尊重和保护。因此，我坚决反对在经济不景气时先解雇女性员工。,"性别平等, 工作表现, 社会贡献",0,0
北京市,北京市,女,1984,汉,大学本科（正规高等教育）,400000,群众,一般,居民户口（以前是非农业户口）,比较不同意,完全不同意,作为一个37岁的女性，我拥有大学本科学历，去年全年收入为40万元，居住在北京市，户口为居民户口。我认为在经济不景气时，解雇员工应该基于工作表现和能力，而不是性别。首先，性别不应成为决定职业命运的因素，这违背了公平原则。其次，女性在职场中同样能够贡献重要的价值，解雇女性员工可能会对公司的多样性和创新能力造成负面影响。最后，作为一位有稳定收入的职业女性，我深知女性在职场中的努力和成就，因此我坚决反对在经济不景气时优先解雇女性员工。,"公平原则, 职场价值, 多样性",1,0
北京市,北京市,男,1999,汉,大学本科（正规高等教育）,不适用,共产党员,很健康,居民户口（以前是农业户口）,完全不同意,完全不同意,作为一个22岁的大学本科毕业生，我接受了正规的高等教育，这使我具备了较为全面的知识和理性思考的能力。作为一名共产党员，我坚信平等和公正的价值观，这在我的决策过程中起到了关键作用。我的户口登记状况为居民户口，以前是农业户口，这让我更加理解社会多样性和不同群体的需求。我的身体健康状况很健康，这让我能够积极参与社会活动并表达自己的观点。基于这些身份信息，我认为在经济不景气时，解雇员工应该基于工作表现和能力，而不是性别。性别不应成为决定员工去留的因素，这违背了平等和公正的原则。因此，我完全不同意在经济不景气时应该先解雇女性员工。,"平等,公正,能力",0,0
北京市,北京市,女,1952,汉,初中,45600,群众,一般,居民户口（以前是非农业户口）,比较不同意,完全不同意,作为一个69岁的汉族女性，我住在北京市，拥有初中文化程度，去年全年收入为45600元，政治面貌为群众，身体健康状况一般，户口登记状况为居民户口。结合我的身份信息，我认为在经济不景气时，解雇员工应该基于工作表现和能力，而不是性别。首先，我作为女性，深知女性在职场中面临的挑战和歧视，因此我反对基于性别的解雇。其次，我的教育背景和收入水平让我理解到，经济不景气时，企业应该更加注重员工的贡献和价值，而不是性别。最后，我的年龄和健康状况让我更加关注公平和正义，我认为任何形式的歧视都是不可接受的。,"公平, 能力, 正义",1,0
北京市,北京市,男,1983,汉,普通高中,50000,群众,比较不健康,非农业户口,完全不同意,完全不同意,作为一个38岁的汉族男性，居住在北京市，拥有普通高中学历，去年全年收入为50000元，政治面貌为群众，身体健康状况比较不健康，户口登记状况为非农业户口。我认为在经济不景气时，解雇员工应该基于员工的工作表现、能力和公司需求，而不是性别。性别不应该成为解雇的决定因素，因为每个人都有平等的工作权利和机会。此外，女性员工可能承担更多的家庭责任，解雇她们可能会对家庭造成更大的经济压力。因此，我认为不应该在经济不景气时优先解雇女性员工。,"平等权利,工作表现,家庭责任",0,0
北京市,北京市,女,1963,汉,初中,20000,群众,比较健康,非农业户口,完全不同意,完全不同意,作为一个58岁的汉族女性，我住在北京市，拥有非农业户口，学历为初中，去年全年收入为20000元，政治面貌为群众，身体健康状况比较健康。我认为在经济不景气时，解雇员工应该基于工作表现和能力，而不是性别。性别不应成为决定员工去留的因素。我的身份信息表明我是一个普通市民，没有特殊的社会地位或经济背景，因此我更倾向于公平和公正的就业政策。,"公平, 公正, 性别平等",0,0
北京市,北京市,女,1952,汉,初中,30000,群众,一般,居民户口（以前是非农业户口）,比较不同意,完全不同意,作为一个69岁的汉族女性，我住在北京市，拥有初中文化程度，去年全年收入为30000元，政治面貌为群众，身体健康状况一般，户口登记状况为居民户口。考虑到我的年龄和性别，我认为在经济不景气时，解雇员工应该基于工作表现和能力，而不是性别。女性员工同样为家庭和社会做出贡献，解雇她们可能会对家庭经济造成严重影响。此外，作为一位年长的女性，我深知女性在职场中面临的挑战，因此我认为性别不应成为解雇的决定因素。,"性别平等, 工作表现, 家庭经济",1,0
北京市,北京市,女,1963,汉,大学专科（正规高等教育）,48000,共产党员,一般,居民户口（以前是非农业户口）,比较不同意,完全不同意,作为一位58岁的汉族女性，我拥有大学专科学历，并且是一名共产党员。我的个人年收入为48000元，居住在北京市，拥有居民户口。考虑到我的身份和背景，我认为在经济不景气时，解雇员工应该基于员工的工作表现和能力，而不是性别。作为一名共产党员，我坚信平等和公正的原则，反对任何形式的性别歧视。此外，作为一名女性，我深知女性在职场中面临的挑战，因此我坚决反对在经济不景气时优先解雇女性员工。,"平等,公正,性别歧视",1,0
北京市,北京市,男,1995,汉,大学本科（正规高等教育）,120000,群众,比较健康,非农业户口,比较不同意,完全不同意,作为一个26岁的大学本科毕业生，我生活在北京市，拥有非农业户口，年收入为120000元。我认为在经济不景气时，解雇员工应该基于员工的工作表现、能力和公司需求，而不是性别。性别不应成为决定员工去留的因素。我支持平等就业机会，认为每个人都应享有公平的待遇。因此，我不同意在经济不景气时应该先解雇女性员工。,"平等就业, 公平待遇, 性别中立",1,0
北京市,北京市,男,1957,汉,初中,30000,群众,一般,其他,完全同意,完全不同意,作为一个64岁的汉族男性，我住在北京市，学历是初中，去年全年收入为30000元，政治面貌是群众，身体健康状况一般，户口登记状况为其他。我认为在经济不景气时，解雇员工应该基于工作表现和能力，而不是性别。性别不应该成为决定员工去留的因素。每个人都有平等的工作权利，无论男女。此外，女性在家庭中往往承担更多的责任，解雇她们可能会对家庭造成更大的影响。因此，我认为不应该在经济不景气时优先解雇女性员工。,"平等权利,工作表现,家庭责任",4,0
北京市,北京市,女,1954,汉,大学本科（成人高等教育）,108000,共产党员,很不健康,其他,完全不同意,完全不同意,作为一名67岁的汉族女性，我拥有大学本科（成人高等教育）学历，并且是一名共产党员。我的身体健康状况很不健康，去年全年的总收入为108000元，户口登记状况为其他。基于这些身份信息，我认为在经济不景气时，解雇员工应该基于工作表现和能力，而不是性别。作为一名女性，我深知性别平等的重要性，并且作为一名共产党员，我坚信公平和正义的原则。因此，我认为在经济不景气时，不应该优先解雇女性员工。,"性别平等, 公平原则, 工作表现",0,0
北京市,北京市,女,1929,汉,小学,85000,共产党员,一般,居民户口（以前是非农业户口）,比较不同意,完全不同意,作为一个92岁的汉族女性，我经历了中国社会的巨大变迁，深知女性在职场中的不易。我的学历是小学，这反映了我在那个时代接受教育的机会有限。作为一名共产党员，我坚信平等和公正的价值观。我的身体健康状况一般，这让我更加关注社会保障和就业公平。我的户口登记状况为居民户口，这代表我享有城市居民的权利和义务。基于这些身份信息，我认为在经济不景气时，应该根据员工的能力和贡献来决定去留，而不是性别。性别不应成为解雇的标准，这违背了平等和公正的原则。,"平等,公正,能力",1,0
北京市,北京市,男,1989,汉,大学专科（正规高等教育）,650000,群众,比较健康,非农业户口,完全不同意,完全不同意,作为一个32岁的汉族男性，我住在北京市，拥有大学专科学历，去年全年收入为650000元。我的政治面貌是群众，身体健康状况比较健康，户口登记状况为非农业户口。在考虑是否同意在经济不景气时应该先解雇女性员工时，我首先想到的是性别平等和公平原则。我认为，在解雇员工时，应该基于员工的工作表现、能力和公司需求，而不是性别。此外，作为社会的一员，我深知性别歧视对社会的负面影响，因此我倾向于反对这种基于性别的解雇决策。,"性别平等, 公平原则, 社会影响",0,0
北京市,北京市,男,1985,汉,大学本科（正规高等教育）,300000,群众,一般,居民户口（以前是农业户口）,完全不同意,完全不同意,作为一个36岁的汉族男性，我拥有大学本科学历，去年全年收入为300000元，居住在北京市，户口为居民户口。我认为在经济不景气时，解雇员工应该基于员工的工作表现、能力和公司需求，而不是性别。性别歧视不仅违反社会公平原则，也可能导致公司失去优秀人才。此外，作为群众，我支持平等和公正的社会政策，反对任何形式的性别歧视。因此，我不同意在经济不景气时应该先解雇女性员工。,"公平, 能力, 社会政策",0,0
北京市,北京市,男,1988,汉,大学专科（成人高等教育）,100000,群众,比较健康,农业户口,比较不同意,完全不同意,作为一个33岁的男性，我住在北京市，拥有大学专科（成人高等教育）学历，去年全年收入为100000元。我的政治面貌是群众，身体健康状况比较健康，户口登记状况为农业户口。考虑到这些身份信息，我认为在经济不景气时，解雇员工应该基于员工的工作表现、能力和对公司的贡献，而不是性别。性别不应该成为决定员工去留的因素。此外，作为农业户口，我理解就业机会的珍贵，认为每个人都应享有平等的就业权利。因此，我不同意在经济不景气时应该先解雇女性员工。,"平等, 能力, 贡献",1,0
北京市,北京市,男,1980,汉,大学本科（正规高等教育）,200000,共产党员,一般,居民户口（以前是非农业户口）,完全不同意,完全不同意,作为一个41岁的汉族男性，我拥有大学本科学历，去年全年收入为200000元，是共产党员，身体健康状况一般，户口登记为居民户口。在考虑是否同意在经济不景气时先解雇女性员工时，我首先考虑到的是性别平等和公平原则。作为共产党员，我坚信男女平等是社会进步的重要标志，任何基于性别的歧视都是不可接受的。此外，我的教育背景也让我认识到，员工的去留应该基于其工作表现和能力，而不是性别。我的收入水平和社会地位也让我更加关注社会公平和正义，因此我无法支持这种基于性别的解雇决策。,性别平等 公平原则 工作表现,0,0
北京市,北京市,男,1951,汉,普通高中,54000,群众,比较不健康,其他,完全不同意,完全不同意,作为一个70岁的汉族男性，我住在北京市，学历是普通高中，去年全年收入为54000元，政治面貌是群众，身体健康状况比较不健康，户口登记状况为其他。我认为在经济不景气时，解雇员工应该基于工作表现和能力，而不是性别。首先，我经历过多次经济波动，深知解雇员工对家庭的影响。其次，我尊重男女平等的社会价值观，认为性别不应成为解雇的标准。最后，我个人的健康状况不佳，更能体会到工作对个人和家庭的重要性。因此，我认为在经济不景气时，应该公平对待所有员工，而不是优先解雇女性员工。,公平 平等 能力,0,0
北京市,北京市,男,1958,汉,普通高中,100000,群众,一般,居民户口（以前是非农业户口）,完全不同意,完全不同意,作为一个63岁的汉族男性，我住在北京市，拥有普通高中学历，去年全年收入为100000元，政治面貌为群众，身体健康状况一般，户口登记状况为居民户口。在考虑这个问题时，我首先想到的是性别平等和公平原则。我认为，在解雇员工时，应该基于员工的工作表现、能力和公司需求，而不是性别。此外，我考虑到女性在家庭中可能承担更多的责任，解雇女性员工可能会对家庭造成更大的影响。最后，我认为在经济不景气时，公司应该采取更加公平和合理的措施，而不是基于性别做出决策。,性别平等 公平原则 家庭责任,0,0
北京市,北京市,男,1936,汉,私塾、扫盲班,60000,共产党员,一般,居民户口（以前是非农业户口）,比较同意,完全不同意,作为一个85岁的汉族男性，我经历了中国社会的巨大变迁，包括从计划经济到市场经济的转型。我接受的是私塾和扫盲班的教育，这让我对传统价值观有较深的认同。作为共产党员，我坚信平等和公正的原则。我的年收入是60000元，虽然不高，但足以维持生活。我的健康状况一般，这让我更加珍惜现有的生活。我的户口是居民户口，这让我在北京市享有一定的社会保障。基于这些背景，我认为在经济不景气时，应该根据员工的能力和贡献来决定是否解雇，而不是性别。性别不应成为解雇的标准，这符合我作为共产党员的信仰和对社会公正的追求。,"平等,公正,能力",3,0
北京市,北京市,男,1951,汉,大学本科（正规高等教育）,120000,共产党员,很不健康,非农业户口,无所谓同意不同意,完全不同意,作为一名70岁的汉族男性，我拥有大学本科学历，是共产党员，户口登记为非农业户口，去年全年收入为120000元，且身体健康状况很不健康。基于这些身份信息，我认为在经济不景气时，解雇员工应该基于工作表现和能力，而不是性别。首先，作为共产党员，我坚信平等和公正的原则，性别不应成为解雇的标准。其次，我的教育背景让我理解到，性别歧视不仅不道德，而且对企业的长期发展不利。最后，我的健康状况让我更加关注社会公平和正义，因为我也可能因为健康问题而面临就业歧视。因此，我认为在经济不景气时，不应该先解雇女性员工。,"平等,公正,能力",2,0
北京市,北京市,女,1963,汉,普通高中,30000,群众,比较健康,居民户口（以前是农业户口）,完全不同意,完全不同意,作为一个58岁的汉族女性，我住在北京市，拥有普通高中学历，去年全年收入为30000元。我的政治面貌是群众，身体健康状况比较健康，户口登记状况为居民户口（以前是农业户口）。考虑到我的身份和背景，我认为在经济不景气时，解雇员工应该基于员工的工作表现和能力，而不是性别。性别不应成为决定员工去留的因素。此外，作为女性，我深知女性在职场中面临的挑战和歧视，因此我坚决反对在经济不景气时优先解雇女性员工。,"性别平等, 工作表现, 公平原则",0,0
北京市,北京市,女,1997,汉,研究生及以上,30000,共青团员,比较健康,居民户口（以前是非农业户口）,完全不同意,完全不同意,作为一个24岁的女性，我目前居住在北京市，拥有研究生及以上学历，去年全年收入为30000元。我的政治面貌是共青团员，身体健康状况比较健康，户口登记状况为居民户口。考虑到我的身份和背景，我认为在经济不景气时，解雇员工应该基于工作表现和公司需求，而不是性别。性别不应成为决定员工去留的因素，因为这不仅不公平，而且可能违反劳动法。此外，作为受过高等教育的女性，我相信性别平等和职业公平的重要性。因此，我不同意在经济不景气时应该先解雇女性员工。,"性别平等, 职业公平, 法律合规",0,0
北京市,北京市,女,1946,汉,小学,69000,群众,一般,居民户口（以前是农业户口）,完全不同意,完全不同意,作为一个75岁的汉族女士，我住在北京市，拥有小学学历，去年全年收入为69000元，政治面貌为群众，身体健康状况一般，户口登记状况为居民户口（以前是农业户口）。我认为在经济不景气时，解雇员工应该基于工作表现和能力，而不是性别。首先，我经历过农业户口转为居民户口的过程，深知社会公平的重要性。其次，作为女性，我理解女性在职场中面临的挑战，认为性别不应成为解雇的标准。最后，我的收入虽然不高，但我相信每个人都应有机会通过努力工作来维持生计。因此，我认为在经济不景气时，不应先解雇女性员工。,公平 性别平等 工作表现,0,0
北京市,北京市,男,1998,回,大学本科（正规高等教育）,60000,共青团员,比较健康,农业户口,比较不同意,完全不同意,作为一个23岁的大学本科毕业生，我目前在北京生活，属于回族，政治面貌是共青团员，身体健康状况较好，但户口登记为农业户口。我的年收入为60000元，这在北京市属于中等偏下水平。考虑到我的身份和背景，我认为在经济不景气时，解雇员工应该基于员工的工作表现、能力和对公司的贡献，而不是性别。性别不应成为决定员工去留的因素，这不仅是公平的体现，也是社会进步的标志。此外，作为共青团员，我更加认同平等和公正的价值观，因此我不同意在经济不景气时先解雇女性员工。,"公平, 能力, 平等",1,0
北京市,北京市,男,1974,汉,大学本科（成人高等教育）,300000,群众,比较健康,非农业户口,完全不同意,完全不同意,作为一个47岁的汉族男性，我拥有大学本科（成人高等教育）学历，去年全年收入为300000元，政治面貌为群众，身体健康状况比较健康，户口登记状况为非农业户口。我认为在经济不景气时，解雇员工应该基于员工的工作表现、能力和对公司的贡献，而不是性别。性别不应成为解雇的决定因素，因为这不仅不公平，而且可能违反劳动法。此外，女性员工在职场中同样能够为公司带来价值，解雇她们可能会对公司的多样性和创新能力产生负面影响。因此，我不同意在经济不景气时应该先解雇女性员工。,"公平性, 法律合规, 多样性",0,0
北京市,北京市,男,1994,汉,研究生及以上,50000,共产党员,很健康,居民户口（以前是农业户口）,比较不同意,完全不同意,作为一名27岁的男性，我目前居住在北京市，拥有研究生及以上学历，去年全年收入为50000元。作为一名共产党员，我坚信平等和公正的原则。我的身体健康状况很好，户口登记状况为居民户口（以前是农业户口）。基于这些身份信息，我认为在经济不景气时，解雇员工应基于工作表现和公司需求，而不是性别。性别不应成为解雇的决定因素，因为这违背了平等和公正的原则。此外，作为共产党员，我更加注重社会公平和正义，因此我不同意在经济不景气时先解雇女性员工。,"平等,公正,性别中立",1,0
北京市,北京市,女,1979,汉,初中,10000,群众,一般,农业户口,完全不同意,完全不同意,作为一个42岁的女性，我住在北京市，拥有农业户口，学历是初中，去年全年收入仅为10000元。我的政治面貌是群众，身体健康状况一般。考虑到我的经济状况和社会地位，我深知在经济不景气时，女性员工往往更容易成为解雇的对象。然而，我认为性别不应成为解雇的标准，因为每个人都应享有平等的工作机会和待遇。我的个人经历和身份信息让我更加关注性别平等问题，因此我不同意在经济不景气时应该先解雇女性员工。,"性别平等, 经济状况, 社会地位",0,0
北京市,北京市,男,1987,汉,技校,60000,群众,比较健康,非农业户口,完全不同意,完全不同意,作为一个34岁的汉族男性，居住在北京市，拥有技校学历，去年全年收入为60000元，政治面貌为群众，身体健康状况比较健康，户口登记状况为非农业户口。我认为在经济不景气时，解雇员工应该基于员工的工作表现、能力和公司需求，而不是性别。性别不应成为解雇的决定因素，因为这不仅不公平，而且可能违反劳动法。此外，女性员工在职场中同样能够为公司做出重要贡献，解雇她们可能会对公司的长期发展产生负面影响。因此，我不同意在经济不景气时应该先解雇女性员工。,公平性 法律合规 公司利益,0,0
北京市,北京市,女,1971,汉,初中,55000,群众,一般,居民户口（以前是非农业户口）,完全不同意,完全不同意,作为一个50岁的汉族女性，我住在北京市，拥有居民户口，学历为初中，去年全年收入为55000元，政治面貌为群众，身体健康状况一般。我认为在经济不景气时，解雇员工应该基于工作表现和能力，而不是性别。性别不应成为解雇的标准，因为每个人都有平等的工作权利。此外，女性在家庭中往往承担更多的责任，解雇女性员工可能会对家庭造成更大的经济压力。因此，我不同意在经济不景气时应该先解雇女性员工。,"平等权利,工作表现,家庭责任",0,0
北京市,北京市,男,1986,汉,大学本科（正规高等教育）,400000,群众,一般,非农业户口,完全不同意,完全不同意,作为一个35岁的汉族男性，我拥有大学本科学历，去年全年收入为40万元，居住在北京市，户口为非农业户口。我的政治面貌是群众，身体健康状况一般。在考虑是否同意在经济不景气时先解雇女性员工时，我首先考虑到性别平等的基本原则。作为一个受过高等教育的人，我深知性别歧视对社会的负面影响。此外，我的收入水平和社会地位使我更加关注社会公平和正义。因此，我认为在经济不景气时，解雇员工应基于工作表现和公司需求，而不是性别。,"性别平等, 社会公平, 工作表现",0,0
北京市,北京市,男,1998,汉,大学本科（正规高等教育）,100000,共青团员,一般,非农业户口,比较不同意,完全不同意,作为一个23岁的大学本科毕业生，我接受过正规的高等教育，这使我具备了基本的性别平等意识。我的政治面貌是共青团员，这进一步强化了我对公平和正义的价值观。我的年收入为100000元，虽然不算高，但足以让我在经济上相对独立，这使我能够更加客观地看待问题。我的身体健康状况一般，这让我更加理解每个人在社会中的脆弱性和需要保护的重要性。我的户口登记状况为非农业户口，这意味着我生活在城市环境中，接触到更多的多元文化和现代观念。综合这些因素，我认为在经济不景气时，解雇员工应该基于工作表现和能力，而不是性别。性别不应成为决定员工去留的因素，这违背了公平原则和现代社会的价值观。,"性别平等, 公平原则, 现代价值观",1,0
